,Dates,6/30/1995,9/30/1995,12/31/1995,3/31/1996,6/30/1996,9/30/1996,12/31/1996,3/31/1997,6/30/1997,9/30/1997,12/31/1997,3/31/1998,6/30/1998,9/30/1998,12/31/1998,3/31/1999,6/30/1999,9/30/1999,12/31/1999,3/31/2000,6/30/2000,9/29/2000,12/29/2000,3/30/2001,6/29/2001,9/28/2001,12/31/2001,3/29/2002,6/28/2002,9/30/2002,12/31/2002,3/31/2003,6/30/2003,9/30/2003,12/31/2003,3/31/2004,6/30/2004,9/30/2004,12/31/2004,3/31/2005,6/30/2005,9/30/2005,12/30/2005,3/31/2006,6/30/2006,9/29/2006,12/29/2006,3/30/2007,6/29/2007,9/28/2007,12/31/2007,3/31/2008,6/30/2008,9/30/2008,12/31/2008,3/31/2009,6/30/2009,9/30/2009,12/31/2009,3/31/2010,6/30/2010,9/30/2010,12/31/2010,3/31/2011,6/30/2011,9/30/2011,12/30/2011,3/30/2012,6/29/2012,9/28/2012,12/31/2012,3/29/2013,6/28/2013,9/30/2013,12/31/2013,3/31/2014,6/30/2014,9/30/2014,12/31/2014,3/31/2015,6/30/2015,9/30/2015,12/31/2015,3/31/2016,6/30/2016,9/30/2016,12/30/2016,3/31/2017,6/30/2017,9/29/2017,12/29/2017,3/30/2018,6/29/2018,9/28/2018,12/31/2018
M US  EQUITY,TOT_RETURN_INDEX_NET_DVDS,12.875,14.1875,13.625,16.125,17.0625,16.75,17.0625,16.5625,17.375,21.5625,21.5313,25.9063,26.9063,18.1875,21.7813,20.0625,26.4688,21.8438,25.2813,21.125,16.875,13.0625,17.5,20.775,21.25,14.1,20.45,20.425,19.85,14.72,14.38,14.01,18.488,21.0831,23.7777,27.3365,24.9011,23.1081,29.4675,32.5209,37.5176,34.359,34.2106,37.7822,38.0279,45.0316,39.8696,47.2415,41.8537,34.1582,27.465,24.6189,20.8646,19.4346,11.3688,9.8383,13.054,20.3657,18.7169,24.3695,20.0846,25.9583,28.5122,27.3977,33.1435,29.9514,36.7391,45.5881,39.6396,43.6346,45.4913,49.0107,56.5189,51.238,63.5369,70.8452,69.7013,70.2586,79.8055,79.1807,82.7335,63.3192,43.5814,55.3774,42.7187,47.6036,46.4371,38.9056,31.0223,29.6265,34.7228,41.5242,52.7865,49.4961,42.9617
CSRA US  EQUITY,TOT_RETURN_INDEX_NET_DVDS,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,30.1,26.9897,23.6916,27.3072,32.4231,29.8264,32.5466,33.1852,30.7686,42.6416,42.6416,42.6416,42.6416
NCLH US  EQUITY,TOT_RETURN_INDEX_NET_DVDS,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,29.65,30.31,30.85,35.47,32.27,31.7,36.02,46.76,54.01,56.04,57.3,58.6,55.29,39.84,37.7,42.53,50.73,54.29,54.05,53.25,52.97,47.25,57.43,42.39
CMCSA US  EQUITY,TOT_RETURN_INDEX_NET_DVDS,3.04,3.3256,2.9527,2.9142,3.086,2.5859,2.9684,2.7615,3.5357,4.3316,5.3926,5.8723,6.734,7.9035,9.741,10.4337,12.1514,12.2362,16.2443,13.9964,13.1905,13.8055,14.0176,13.9752,14.5732,12.0623,12.215,11.3498,8.2112,7.2374,7.9974,9.7008,10.2403,10.4574,11.1258,9.7584,9.5345,9.582,11.2921,11.4618,10.4065,9.9688,8.7948,8.8762,11.1089,12.5204,14.3628,13.2075,14.3119,12.3066,9.2936,9.8751,9.6862,10.0571,8.678,7.038,7.4962,8.7933,8.8215,9.9071,9.1848,9.612,11.7426,13.2682,13.6616,11.3279,12.9709,16.4174,17.6736,19.7604,20.8404,23.4175,23.399,25.516,29.5007,28.5356,30.7396,30.9248,33.3572,32.7462,35.0197,33.1214,32.9971,35.8767,38.4622,39.3056,41.2448,44.9064,46.8791,46.3492,48.4386,41.4855,40.0605,43.4827,42.2697
WRK US  EQUITY,TOT_RETURN_INDEX_NET_DVDS,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,54.9307,46.6742,41.7185,36.119,40.2638,50.6477,53.4663,55.199,60.5563,61.0631,68.5337,70.0354,62.6899,59.2087,42.2468
AMAT US  EQUITY,TOT_RETURN_INDEX_NET_DVDS,5.4141,6.3906,4.9219,4.3594,3.8125,3.4531,4.4922,5.7969,8.8516,11.9063,7.5313,8.8281,7.375,6.3125,10.6719,15.4219,18.4688,19.4219,31.6719,47.125,45.3125,29.6563,19.0938,21.75,24.55,14.22,20.05,27.135,19.02,11.55,13.03,12.58,15.84,18.13,22.44,21.33,19.62,16.49,17.1,16.25,16.2102,17.0206,18.0345,17.6283,16.4359,17.9568,18.7365,18.6557,20.2954,21.2029,18.2502,20.115,19.7415,15.6972,10.5686,11.2849,11.6182,14.1832,14.8452,14.4111,12.9343,12.6485,15.3,17.0821,14.3126,11.4718,11.9522,13.9759,12.9626,12.7421,13.1694,15.6194,17.4058,20.5833,20.8816,24.2391,26.9087,25.904,30.0034,27.2746,23.3529,17.9568,22.9499,26.176,29.7502,37.5454,40.3123,48.7309,51.8651,65.5467,64.4376,70.2211,58.5578,49.2268,41.9365
GLW US  EQUITY,TOT_RETURN_INDEX_NET_DVDS,9.2735,8.1501,9.1631,10.0777,11.1013,11.3361,13.5032,15.4973,19.4949,16.6156,13.1156,15.7019,12.3868,10.5662,16.22,21.6987,25.4434,24.9438,46.9952,70.771,96.3961,108.8705,57.9327,22.7409,18.4246,9.725,9.8353,8.4019,3.9143,1.7642,3.6496,6.4393,8.1483,10.3866,11.5002,12.3272,14.4001,12.2169,12.9777,12.2721,18.3254,21.3135,21.6774,29.6823,26.6722,26.9148,20.6299,25.0734,28.1717,27.237,26.564,26.6752,25.6233,17.4275,10.675,14.9353,18.1391,17.3464,21.945,23.0334,18.4608,20.9617,22.2153,23.7737,20.9688,14.3269,15.1191,16.4914,15.2311,15.5891,15.0839,16.0491,17.2426,17.8036,21.8741,25.6892,27.2109,24.0924,28.7024,28.528,24.9583,21.8099,23.4365,26.9813,26.6291,30.9338,31.926,35.7157,39.9606,40.0035,42.9828,37.6904,37.4443,48.3057,41.5726
HOLX US  EQUITY,TOT_RETURN_INDEX_NET_DVDS,2.1406,2.875,5.125,5.6875,11.0625,7,6.1875,6.0938,6.6563,7.0156,5.1719,6.9375,4.5469,3.25,3.0313,2.2656,1.4063,1.0078,1.4375,1.9844,1.6875,1.8594,1.3281,1,1.7,1.2625,2.3225,3.8625,3.6175,2.45,3.0525,2.1528,3.2725,3.4,4.3125,5.0625,5.8125,4.8175,6.8675,7.9688,9.9375,14.4375,18.96,27.675,24.68,21.76,23.64,28.82,27.655,30.5,34.32,27.8,21.8,19.33,13.07,13.09,14.25,16.34,14.5,18.54,13.93,16.01,18.82,22.2,20.17,15.21,17.51,21.55,18.04,20.22,20.0101,22.6,19.3,20.65,22.35,21.5,25.35,24.33,26.74,33.025,38.06,39.13,38.69,34.5,34.6,38.83,40.12,42.55,45.38,36.69,42.75,37.36,39.75,40.98,41.1
GM US  EQUITY,TOT_RETURN_INDEX_NET_DVDS,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,36.86,31.03,30.36,20.18,20.27,25.65,19.72,22.75,28.83,27.82,33.31,35.97,40.87,34.7229,36.92,32.7787,36.1556,39.1474,35.1522,32.0412,36.6717,34.3115,31.2915,35.5469,39.4059,40.4018,40.3521,47.1284,48.2729,43.2265,47.2711,40.8429,41.0079
FITB US  EQUITY,TOT_RETURN_INDEX_NET_DVDS,11.2542,11.5489,14.8236,17.6845,16.542,17.8962,19.4254,24.0514,25.5717,30.6607,38.4448,40.3296,44.6996,40.9105,50.8762,47.1715,47.765,43.8363,53.0391,45.7142,46.0889,59.0863,65.7245,59.0042,66.5212,68.3375,68.4246,75.5428,74.88,69.0754,66.346,57.1981,65.7091,63.8837,68.3146,64.3728,62.8966,57.9395,56.0928,51.3907,49.6399,44.7681,46.4101,48.8951,46.4074,48.3235,52.4415,50.1093,52.0411,44.878,33.869,28.7766,14.2069,16.7614,11.6494,4.1357,10.0705,14.3828,13.8573,19.2867,17.4933,17.1375,20.9267,19.8794,18.3406,14.6438,18.5599,20.6095,19.7842,23.0411,22.7376,24.5616,27.3639,27.5455,32.2773,35.4193,33.144,31.2784,32.034,29.8401,33.1601,30.3286,32.4418,27.1477,28.8351,33.7522,44.72,42.3522,43.5237,47.1824,51.4292,54.0921,49.2021,48.1733,40.9809
JCI US  EQUITY,TOT_RETURN_INDEX_NET_DVDS,4.8841,5.7179,6.4667,6.4985,7.4178,7.8598,9.6569,10.045,12.7253,15.0214,16.5066,20.0094,23.0966,20.2645,27.6782,26.3342,34.785,37.915,28.6525,36.8351,34.8237,38.1407,40.8152,31.8011,40.1083,33.4881,43.3596,23.8017,9.9594,10.4033,12.6123,9.5052,14.0378,15.1193,19.6205,21.2217,24.5568,22.7285,26.568,25.1997,21.8444,20.9086,21.7419,20.3244,20.8694,21.2412,23.2273,24.1834,25.9805,21.8093,19.5762,21.8218,19.9095,17.5155,10.9034,9.8737,13.2373,17.6992,18.4384,19.8878,18.4093,19.3039,21.9116,23.7978,26.4093,21.8934,25.2359,30.5048,28.8279,30.8364,32.8104,36.0682,37.3326,39.8141,46.9179,48.6603,52.5549,51.5737,50.98,50.264,45.1339,39.4622,37.8244,43.8407,51.1592,53.8917,53.6153,55.1501,57.1091,53.3982,50.8614,47.3643,45.3024,47.735,40.7673
FLR US  EQUITY,TOT_RETURN_INDEX_NET_DVDS,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,16.5313,22.3291,22.7234,19.4498,18.9777,20.7779,19.9272,12.5768,14.4958,17.5287,17.5887,19.6028,20.9058,20.4853,25.3402,23.7539,29.1736,29.7438,30.9852,34.7293,41.7659,46.5034,50.4819,41.8651,44.5593,49.0729,61.0306,79.0223,80.088,77.7181,102.5877,61.5253,49.7014,38.4153,57.1764,56.8252,50.4797,52.2776,47.9013,55.9753,75.039,83.5693,73.4975,53.0212,57.3661,68.7198,56.6657,64.8377,67.8741,76.8425,68.882,82.6185,93.6727,90.9311,90.2118,78.5744,71.5691,67.7174,63.0355,50.5912,56.6526,64.721,59.6301,62.3499,64.0582,64.4235,56.3115,52.0669,64.1494,71.3297,61.0705,73.0048,40.6659
FBHS US  EQUITY,TOT_RETURN_INDEX_NET_DVDS,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,12.4,17.03,22.07,22.27,27.01,29.22,37.43,38.8318,41.8416,46.0373,42.4999,40.4497,41.7607,46.1089,48.5021,46.9474,48.7819,57.1782,57.9154,60.0732,60.3606,55.6967,63.5963,68.3789,70.6674,72.1389,62.269,56.9699,55.7673,40.6485
CTL US  EQUITY,TOT_RETURN_INDEX_NET_DVDS,12.6812,13.6149,14.2686,14.3068,14.4018,15.5739,14.0274,13.4417,15.3971,20.1592,22.8683,28.1091,31.6889,32.6849,46.7458,48.7017,41.3818,42.3402,49.4241,38.7831,30.0869,28.5647,37.5248,30.2295,31.9167,35.3381,34.6515,35.9745,31.2664,23.8219,31.2563,29.4237,37.2118,36.2426,34.9432,29.5061,32.3057,36.8867,38.278,35.5022,37.5064,37.9488,36.0395,42.5895,40.5142,43.3303,47.7602,49.5067,53.8061,50.7712,45.6122,36.6407,39.305,41.9701,32.1221,33.9745,37.9016,42.4182,46.6123,46.6383,44.7514,54.0764,64.3281,58.8749,58.2837,48.7545,55.8795,59.1361,61.6036,64.1129,63.268,57.7035,58.9549,53.2035,54.9386,57.627,64.4456,73.7595,72.3484,64.0948,55.3892,48.3133,49.3498,63.7744,59.0616,56.9297,50.4465,51.1242,52.8778,42.9965,39.4267,40.0445,46.8138,54.5693,40.1742
CBRE US  EQUITY,TOT_RETURN_INDEX_NET_DVDS,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,6.3667,7.7,11.1833,11.6633,14.62,16.4,19.6167,26.9,24.9,24.6,33.2,34.18,36.5,27.84,21.55,21.64,19.2,13.37,4.32,4.03,9.36,11.74,13.57,15.85,13.61,18.28,20.48,26.7,25.11,13.46,15.22,19.96,16.36,18.41,19.9,25.25,23.36,23.13,26.3,27.43,32.04,29.74,34.25,38.71,37,32,34.58,28.82,26.48,27.98,31.49,34.79,36.4,37.88,43.31,47.22,47.74,44.1,40.04
PBCT US  EQUITY,TOT_RETURN_INDEX_NET_DVDS,2.38,3.1286,2.7897,3.1856,3.3283,3.7373,4.3989,4.9846,6.0023,7.4818,8.9184,8.9595,8.2149,5.8511,6.6581,7.2321,7.4631,5.8449,5.2885,5.3158,4.7331,5.5094,6.8751,6.9245,6.3608,6.1436,5.9765,7.0369,7.5564,6.5842,7.5061,7.628,8.8885,9.3246,10.2412,14.778,15.0067,17.3741,19.0579,20.225,22.5196,21.733,23.4542,24.9087,25.1755,30.5657,34.6448,34.6654,29.2635,28.7534,29.8424,29.2669,26.602,33.1166,30.9519,31.4647,26.6371,27.7612,30.0746,28.4039,24.7926,24.3065,26.3446,23.9385,25.8736,22.2187,25.3478,26.4267,23.491,24.906,25.1333,28.2596,31.7654,30.9902,32.9494,32.7716,33.8201,32.6207,34.6131,35.0675,37.8103,37.0738,38.4432,38.3719,35.6925,38.9489,48.1649,45.6915,44.7645,46.4381,48.3142,48.6337,47.5992,45.4793,38.7617
HAL US  EQUITY,TOT_RETURN_INDEX_NET_DVDS,8.6314,10.1411,12.3684,14.6481,14.3598,13.4207,15.728,17.7575,20.8364,27.4152,27.4127,26.5573,23.6082,15.344,15.8745,20.7201,24.4275,22.1929,21.8575,22.4058,25.7743,26.7925,19.9156,20.2512,19.6691,12.5129,7.3107,9.5987,9.0258,7.3764,10.7633,12.0001,13.3857,14.1852,15.2903,17.942,17.9417,20.061,23.4372,25.9076,28.7289,41.2478,37.3735,44.142,44.9549,34.5472,37.7885,38.7225,42.1946,47.0898,46.6033,48.4603,65.5116,40.0643,22.6212,19.3554,26.0013,34.1948,38.0559,38.2203,31.2458,42.2225,52.2499,63.9023,65.5069,39.2826,44.5268,42.9336,36.8364,43.8333,45.2573,52.8846,54.76,63.3644,66.9838,77.9344,94.1907,85.7587,52.5157,58.8364,57.9801,47.8053,46.2388,48.7914,62.125,61.8184,74.7532,68.2391,59.4608,64.3794,68.6352,66.183,63.7712,57.6216,38.0172
GPS US  EQUITY,TOT_RETURN_INDEX_NET_DVDS,5.2046,5.3927,6.307,8.339,9.6957,8.7341,9.133,10.1788,11.8387,15.2494,16.2337,20.6381,28.2028,24.2351,38.7037,46.4419,52.1617,33.1573,47.6886,51.6677,32.4352,20.8417,26.5132,24.6823,30.1981,12.4658,14.5655,15.7406,14.8851,11.3941,16.3207,15.2604,19.7838,18.0762,24.5311,23.1921,25.6827,19.7743,22.4149,23.2031,21.0744,18.5988,18.9212,20.1225,18.8298,20.5072,21.277,18.7783,20.9351,20.2958,23.5202,21.8386,18.581,19.9207,15.0939,14.7325,18.7093,24.5512,24.1268,26.7245,22.5982,21.7571,25.9843,26.7143,21.445,19.3597,22.3922,31.5543,33.3371,43.5965,38.1043,43.4566,51.4357,49.8191,48.5974,50.0712,52.2419,52.6695,53.4842,55.321,48.9941,36.8003,32.1458,38.6076,28.0829,29.7491,30.6439,33.1703,30.6378,41.143,47.8314,44.1125,46.1558,41.4328,37.321
SRCL US  EQUITY,TOT_RETURN_INDEX_NET_DVDS,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2.2813,2.875,2,2,2.375,3.6563,3.7188,3.625,4.9375,4.0313,3.3594,3.3906,3.6719,4.7031,6.25,6,6.125,9.5313,11.1563,11.7375,10.42,15.22,15.6403,17.705,16.96,16.1895,18.795,19.18,23.625,23.35,23.98,25.87,22.95,22.975,22.1,25.16,28.575,29.44,33.81,32.55,34.895,37.75,40.75,44.46,57.16,59.4,51.5,51.7,58.91,52.08,47.73,51.53,48.44,55.17,54.5,65.58,69.48,80.92,88.67,89.12,80.72,77.92,83.64,91.67,90.4831,93.28,106.18,110.43,115.4,116.17,113.62,118.42,116.56,131.08,140.43,133.91,139.31,120.6,126.19,104.12,80.14,77.04,82.89,76.32,71.62,67.99,58.53,65.29,58.68,36.69
HST US  EQUITY,TOT_RETURN_INDEX_NET_DVDS,8.2428,9.6005,10.1823,11.7238,11.2896,12.5922,13.8949,14.7633,15.4689,19.7568,17.0429,16.4459,15.4689,11.0182,14.5228,11.9107,12.9445,10.5923,9.4259,10.3851,11.1988,13.749,16.1338,14.8871,16.2902,9.5015,12.1296,16.1054,15.2294,12.5069,11.9274,9.3263,12.3317,14.4612,16.6041,17.224,16.658,18.9087,23.3911,22.501,23.9148,23.249,26.2359,29.8219,30.7192,32.4906,35.1432,37.9513,33.6396,32.9426,25.6052,24.2129,21.0618,20.8003,11.9353,6.1805,13.2281,18.5572,18.8393,23.6663,21.7915,23.4241,28.9243,28.536,27.5165,17.8246,24.1479,26.9451,26.0806,26.5917,26.1122,29.3149,28.4644,30.0131,33.2413,34.8549,38.1618,37.327,42.045,36.0511,35.7777,28.8892,28.3823,31.2741,30.7572,29.9216,36.6931,36.741,36.36,37.1958,40.4279,38.3724,43.7906,44.2671,35.4973
BSX US  EQUITY,TOT_RETURN_INDEX_NET_DVDS,7.9688,10.875,12.3125,11.5,11.25,14.375,15,15.4375,15.3594,13.7969,11.4688,16.875,17.9063,12.8438,13.4063,20.3125,21.9688,12.375,10.9375,10.6563,10.9688,8.2188,6.8438,10.09,8.5,10.25,12.06,12.545,14.66,15.78,21.26,20.38,30.55,31.9,36.76,42.38,42.8,39.73,35.55,29.29,27,23.37,24.49,23.05,16.84,14.79,17.18,14.54,15.34,13.95,11.63,12.87,12.29,12.27,7.74,7.95,10.14,10.59,9,7.22,5.8,6.13,7.57,7.19,6.91,5.91,5.34,5.98,5.67,5.74,5.73,7.81,9.27,11.74,12.02,13.52,12.77,11.81,13.25,17.75,17.7,16.41,18.44,18.81,23.37,23.8,21.63,24.87,27.72,29.17,24.79,27.32,32.7,38.5,35.34
MOS US  EQUITY,TOT_RETURN_INDEX_NET_DVDS,27.0625,31.6875,40.75,36.5,37.625,39.125,39.125,36.125,35,35.25,32.75,38.0625,30.125,19.375,21.375,20.4375,17.375,14.5625,16.375,14.6875,13,14.5,15.563,12.3,10.2,9,13,14.75,12.5,12.05,10.67,9.62,6.71,6.41,9.93,14.3,13.4,17.39,16.32,17.06,15.56,16.02,14.63,14.35,15.65,16.9,21.36,26.66,39.02,53.52,94.34,102.6,144.7,68.0508,34.6571,42.1072,44.4822,48.3127,61.6495,62.7786,40.3094,60.8242,79.0976,81.6219,70.2464,50.8263,52.3884,57.4885,57.0715,60.3001,59.5574,62.948,57.0539,45.8737,50.6772,53.8776,53.5571,48.3522,49.9793,50.6678,51.8499,34.6716,31.0144,30.6591,30.052,28.3471,34.3365,34.4621,27.1389,25.8599,30.7677,29.1406,33.6943,39.0477,35.1419
NWL US  EQUITY,TOT_RETURN_INDEX_NET_DVDS,24.6023,25.0956,26.3668,27.3965,31.511,31.0035,32.7094,34.9356,41.6321,42.0618,44.8711,51.3515,53.0126,49.2038,44.2346,51.1595,50.1683,31.0479,31.7059,27.3339,28.5873,25.5327,25.7318,30.2108,28.8486,26.3316,32.2167,37.622,41.5209,36.7797,36.3845,34.2511,34.0862,26.6229,28.2384,29.0046,29.6456,25.5349,31.1067,28.4747,31.2308,29.9277,31.7076,33.8769,35.015,38.6924,39.8442,43.0784,41.052,40.5294,36.6815,32.6982,24.2631,25.2382,14.5749,9.6795,15.864,23.9965,23.0337,23.4107,22.6177,27.6044,28.2601,29.8142,24.7052,18.693,25.5716,28.323,28.9994,30.6923,36.0549,42.534,43.0158,45.3347,53.6931,49.7707,51.8854,57.9035,64.3996,66.3737,70.1713,68.0894,75.9049,76.6492,84.3909,91.8198,78.1641,82.898,94.6409,75.6778,55.2161,45.9194,46.9095,37.3122,34.4993
KR US  EQUITY,TOT_RETURN_INDEX_NET_DVDS,3.3594,4.2656,4.6719,5.0625,4.9375,5.5938,5.8125,6.375,7.25,7.5469,9.1875,11.5469,10.7188,12.5,15.125,14.9688,13.9688,11.0313,9.4375,8.7813,11.0313,11.2813,13.5313,12.895,12.5,12.32,10.435,11.08,9.95,7.05,7.725,6.575,8.34,8.935,9.255,8.32,9.1,7.76,8.77,8.015,9.515,10.295,9.44,10.18,10.9658,11.6412,11.6402,14.2897,14.266,14.5064,13.6224,12.991,14.8155,14.1451,13.64,11.0053,11.4837,10.7949,10.7813,11.4256,10.4311,11.5244,11.952,12.8721,13.3737,11.8972,13.1874,13.2573,12.7518,13.0106,14.4684,18.5245,19.3924,22.7356,22.3664,24.8078,28.1923,29.7565,36.86,44.1205,41.8404,41.7425,48.5447,44.5165,42.9469,34.7757,40.5826,34.8046,27.6312,23.895,32.8834,28.8048,34.4043,35.3643,33.5628
